id,date,time,severity,casualties,number_of_casualties,number_of_vehicles,latitude,longitude
200101RG00238,2001-03-14,03:10:00,fatal,Car occupant,2,1,51.472337,-0.006223
200101RG00250,2001-03-22,15:00:00,fatal,Cyclist,1,2,51.452383,0.035079
200101RG00251,2001-03-24,01:50:00,fatal,Car occupant,1,1,51.49804,0.107855
200101RG00313,2001-04-13,00:25:00,fatal,Car occupant,2,1,51.463799,0.050848
200101RG00440,2001-05-12,16:00:00,fatal,Motorcycle rider/passenger,1,3,51.486091,0.015117
200101RG00713,2001-08-03,08:28:00,fatal,Motorcycle rider/passenger,1,2,51.492718,0.05301
200101RG00717,2001-07-25,14:05:00,fatal,Car occupant,2,1,51.449309,0.051493
200101RG00882,2001-09-20,19:40:00,fatal,Pedestrian,1,1,51.483817,0.000902
200101RG01061,2001-11-20,19:05:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.453705,0.026213
200101RX00014,2001-02-10,01:45:00,fatal,Pedestrian,1,1,51.502089,-0.142242
200101RY00135,2001-03-03,11:35:00,fatal,Pedestrian,Car occupant,3,2,51.49095,0.141814
200101RY00160,2001-03-12,05:15:00,fatal,Car occupant,1,2,51.449076,0.120135
200101RY00327,2001-05-30,16:07:00,fatal,Cyclist,Motorcycle rider/passenger,2,2,51.419661,0.115609
200101RY00333,2001-06-02,18:10:00,fatal,Motorcycle rider/passenger,1,1,51.481493,0.132729
200101RY00461,2001-08-05,22:40:00,fatal,Car occupant,4,1,51.439582,0.137827
200101SX00561,2001-04-26,09:05:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.597521,-0.172137
200101SX00616,2001-05-13,16:00:00,fatal,Motorcycle rider/passenger,1,2,51.610417,-0.180285
200101SX00728,2001-06-02,00:15:00,fatal,Pedestrian,1,1,51.62259,-0.176619
200101SX00951,2001-07-23,08:30:00,fatal,Goods vehicle occupant,1,2,51.60081,-0.234241
200101SX01092,2001-08-30,23:10:00,fatal,Motorcycle rider/passenger,1,2,51.592099,-0.199497
200101SX01390,2001-11-07,16:10:00,fatal,Car occupant,Bus/coach/minibus occupant,3,2,51.568828,-0.194933
200101SX09001,2001-10-30,15:35:00,fatal,Pedestrian,1,1,51.605132,-0.147136
200101TW00236,2001-05-06,23:42:00,fatal,Pedestrian,1,1,51.423264,-0.381479
200101TW00695,2001-12-14,12:48:00,fatal,Car occupant,1,2,51.479882,-0.247701
200101TX00001,2001-01-01,03:20:00,fatal,Car occupant,4,1,51.487637,-0.267281
200101TX01019,2001-09-24,19:09:00,fatal,Pedestrian,1,1,51.48335,-0.382665
200101TX01020,2001-09-24,13:28:00,fatal,Pedestrian,1,1,51.484106,-0.372268
200101TX01105,2001-10-19,16:05:00,fatal,Motorcycle rider/passenger,2,2,51.483356,-0.306619
200101TX01168,2001-11-05,13:30:00,fatal,Motorcycle rider/passenger,1,2,51.444452,-0.385478
200101TX01361,2001-12-23,17:58:00,fatal,Car occupant,5,3,51.477171,-0.377987
200101VK00250,2001-07-07,04:52:00,fatal,Motorcycle rider/passenger,1,1,51.435587,-0.256303
200101VK00351,2001-10-01,15:39:00,fatal,Pedestrian,1,1,51.425782,-0.305152
200101VK00463,2001-12-14,19:20:00,fatal,Pedestrian,2,1,51.403397,-0.274781
200101VW00021,2001-01-17,15:15:00,fatal,Cyclist,1,2,51.398123,-0.158678
200101VW00086,2001-02-21,07:27:00,fatal,Pedestrian,1,1,51.411747,-0.20803
200101VW00182,2001-04-09,15:18:00,fatal,Pedestrian,2,1,51.413005,-0.178788
200101VW00657,2001-12-03,01:00:00,fatal,Car occupant,2,2,51.402664,-0.207954
200101VW00711,2001-12-27,20:45:00,fatal,Motorcycle rider/passenger,1,3,51.411322,-0.140316
200101WW00126,2001-02-05,10:55:00,fatal,Cyclist,1,2,51.448784,-0.189598
200101WW00487,2001-05-11,12:55:00,fatal,Motorcycle rider/passenger,1,2,51.451204,-0.236278
200101WW01296,2001-11-22,17:55:00,fatal,Motorcycle rider/passenger,1,1,51.469784,-0.175232
200101WW01318,2001-09-25,21:30:00,fatal,Motorcycle rider/passenger,1,2,51.47106,-0.164813
200101XS00017,2001-01-05,11:38:00,fatal,Pedestrian,1,1,51.522609,-0.35403
200101XS00132,2001-01-23,08:00:00,fatal,Motorcycle rider/passenger,1,3,51.535695,-0.344618
200101XS00304,2001-03-02,20:40:00,fatal,Car occupant,2,2,51.524859,-0.341407
200101XS00532,2001-04-30,08:00:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.518323,-0.25055
200101XS00774,2001-06-14,10:23:00,fatal,Pedestrian,1,1,51.509393,-0.28519
200101XS00800,2001-06-13,23:06:00,fatal,Motorcycle rider/passenger,1,1,51.515186,-0.2573
200101XS01037,2001-08-02,10:27:00,fatal,Pedestrian,1,1,51.539758,-0.358602
200101XS01321,2001-10-03,11:30:00,fatal,Cyclist,1,2,51.513942,-0.301161
200101XS01326,2001-10-05,23:55:00,fatal,Car occupant,2,1,51.529358,-0.291504
200101XS01660,2001-12-20,11:09:00,fatal,Motorcycle rider/passenger,1,2,51.539828,-0.344324
200101XS01692,2001-12-22,00:10:00,fatal,Pedestrian,Motorcycle rider/passenger,2,2,51.501254,-0.30682
200101YE00210,2001-04-07,23:30:00,fatal,Car occupant,4,2,51.61949,-0.045429
200101YE00218,2001-02-23,11:55:00,fatal,Other,1,1,51.611818,-0.054569
200101YE00368,2001-06-17,21:34:00,fatal,Motorcycle rider/passenger,1,1,51.616748,-0.131063
200101YR00176,2001-02-18,19:29:00,fatal,Pedestrian,1,1,51.580195,-0.072808
200101YR00476,2001-06-08,10:49:00,fatal,Pedestrian,1,1,51.584735,-0.064532
200101YR00622,2001-07-10,16:50:00,fatal,Pedestrian,1,2,51.605087,-0.077242
200101YR00771,2001-08-21,16:30:00,fatal,Pedestrian,1,1,51.588164,-0.070738
200101YR00916,2001-10-08,17:33:00,fatal,Pedestrian,1,1,51.583462,-0.091146
200101YR01024,2001-11-05,08:20:00,fatal,Bus/coach/minibus occupant,1,1,51.606335,-0.093075
200101YR01049,2001-11-15,17:55:00,fatal,Pedestrian,1,1,51.598683,-0.065094
200101YR01126,2001-11-24,12:20:00,fatal,Pedestrian,1,1,51.596836,-0.11181
200101ZD00069,2001-01-22,21:20:00,fatal,Pedestrian,1,1,51.373589,-0.108942
200101ZD00195,2001-02-13,18:56:00,fatal,Pedestrian,Car occupant,2,1,51.364194,-0.095251
200101ZD00220,2001-02-24,11:57:00,fatal,Motorcycle rider/passenger,1,1,51.367618,-0.106746
200101ZD00431,2001-04-16,16:25:00,fatal,Car occupant,2,2,51.383564,-0.102926
200101ZD00944,2001-08-31,13:05:00,fatal,Pedestrian,Motorcycle rider/passenger,2,2,51.368103,-0.114484
200101ZD01311,2001-11-29,09:45:00,fatal,Car occupant,2,2,51.372838,-0.106961
200101ZD01465,2001-12-25,00:05:00,fatal,Pedestrian,1,1,51.363227,-0.113247
200101ZP00046,2001-01-27,07:55:00,fatal,Car occupant,3,2,51.376295,-0.177515
200101ZP00290,2001-06-07,23:00:00,fatal,Motorcycle rider/passenger,2,2,51.357421,-0.2192
200101ZP00520,2001-09-30,09:30:00,fatal,Car occupant,1,1,51.341866,-0.219372
200101ZP00581,2001-10-26,20:57:00,fatal,Pedestrian,1,1,51.387802,-0.183095
200101ZP00709,2001-12-24,16:30:00,fatal,Pedestrian,Car occupant,2,1,51.370778,-0.152591
200145ME06014,2001-05-16,16:20:00,fatal,Car occupant,2,3,51.309483,-0.054902
200145MN02571,2001-03-02,23:55:00,fatal,Pedestrian,1,1,51.403149,-0.370543
200145MN04545,2001-04-16,21:35:00,fatal,Motorcycle rider/passenger,1,2,51.374406,-0.315671
200145MW09420,2001-07-27,10:07:00,fatal,Car occupant,1,1,51.369052,-0.318598
200145SR11016,2001-09-08,10:30:00,fatal,Goods vehicle occupant,2,1,51.29489,-0.153345
200145SR13102,2001-10-18,15:55:00,fatal,Pedestrian,Goods vehicle occupant,2,1,51.327199,-0.266733
200201BS00124,2002-03-01,16:15:00,fatal,Pedestrian,1,1,51.486007,-0.189132
200201BS00222,2002-04-23,21:00:00,fatal,Pedestrian,1,1,51.502574,-0.213979
200201BS00491,2002-08-27,14:30:00,fatal,Cyclist,1,2,51.483255,-0.18564
200201BS00688,2002-11-18,13:10:00,fatal,Pedestrian,1,1,51.487017,-0.167342
200201CP00175,2002-06-11,17:47:00,fatal,Cyclist,1,2,51.520404,-0.078937
200201CP00243,2002-08-06,04:51:00,fatal,Motorcycle rider/passenger,1,2,51.517321,-0.093913
200201CP00397,2002-12-06,18:00:00,fatal,Cyclist,1,2,51.513375,-0.089033
200201DM00030,2002-01-10,10:18:00,fatal,Cyclist,1,2,51.49677,-0.135687
200201DM00117,2002-01-25,02:45:00,fatal,Pedestrian,Car occupant,2,1,51.509985,-0.135436
200201DM00370,2002-03-09,07:50:00,fatal,Cyclist,1,2,51.496659,-0.151395
200201DM00510,2002-03-30,16:45:00,fatal,Pedestrian,Motorcycle rider/passenger,3,1,51.506482,-0.152727
200201DM00627,2002-04-24,04:00:00,fatal,Pedestrian,1,1,51.529553,-0.167364
200201DM01227,2002-07-12,12:48:00,fatal,Pedestrian,1,1,51.522367,-0.179473
200201DM01275,2002-07-23,09:11:00,fatal,Pedestrian,3,1,51.510483,-0.12158
200201DM01515,2002-09-04,13:55:00,fatal,Pedestrian,1,1,51.501923,-0.126111
200201DM01560,2002-09-10,01:48:00,fatal,Pedestrian,1,1,51.510461,-0.182974
200201DM01773,2002-10-10,19:40:00,fatal,Pedestrian,1,1,51.507448,-0.128622
200201DM01805,2002-10-14,21:20:00,fatal,Pedestrian,1,1,51.530543,-0.18477
200201DM01817,2002-10-21,12:30:00,fatal,Cyclist,1,2,51.512381,-0.167621
200201EK00048,2002-03-12,12:45:00,fatal,Pedestrian,1,1,51.549111,-0.15302
200201EO00056,2002-05-30,20:55:00,fatal,Bus/coach/minibus occupant,1,1,51.529858,-0.124099
200201EO00181,2002-05-17,08:55:00,fatal,Cyclist,1,2,51.536842,-0.116602
200201EO00249,2002-05-26,02:45:00,fatal,Motorcycle rider/passenger,1,4,51.540575,-0.102748
200201EO00271,2002-07-03,18:45:00,fatal,Motorcycle rider/passenger,1,1,51.54889,-0.09418
200201EO00378,2002-07-18,23:03:00,fatal,Pedestrian,1,1,51.525975,-0.13435
200201EO00384,2002-06-16,17:20:00,fatal,Pedestrian,1,1,51.543632,-0.136368
200201EO00778,2002-08-15,12:20:00,fatal,Pedestrian,1,1,51.537145,-0.141247
200201EO00788,2002-08-05,10:02:00,fatal,Pedestrian,1,1,51.551225,-0.110671
200201EO00936,2002-09-13,15:39:00,fatal,Pedestrian,1,1,51.534042,-0.138346
200201EO01377,2002-11-12,16:30:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.529996,-0.099151
200201EO01527,2002-12-09,14:50:00,fatal,Cyclist,1,2,51.521524,-0.086962
200201EO01652,2002-12-24,05:10:00,fatal,Pedestrian,1,1,51.52617,-0.112861
200201EO01723,2002-12-15,23:20:00,fatal,Car occupant,3,2,51.536199,-0.190024
200201FH00154,2002-03-11,10:04:00,fatal,Pedestrian,2,1,51.506688,-0.242206
200201FH00215,2002-04-07,02:51:00,fatal,Pedestrian,1,1,51.472348,-0.20148
200201FH00360,2002-05-31,23:15:00,fatal,Motorcycle rider/passenger,2,2,51.47915,-0.187675
200201FH00463,2002-07-06,21:40:00,fatal,Cyclist,1,2,51.514116,-0.245811
200201GD00282,2002-03-29,15:15:00,fatal,Pedestrian,1,1,51.531706,-0.077164
200201GD00322,2002-04-21,05:56:00,fatal,Motorcycle rider/passenger,1,2,51.573509,-0.087378
200201GD00376,2002-05-06,11:20:00,fatal,Car occupant,2,1,51.528016,-0.087988
200201GD00503,2002-06-18,07:55:00,fatal,Pedestrian,1,1,51.555348,-0.054816
200201GD00508,2002-06-19,08:30:00,fatal,Cyclist,1,2,51.570239,-0.096462
200201GD00805,2002-08-30,05:45:00,fatal,Motorcycle rider/passenger,1,1,51.568039,-0.09944
200201GD00826,2002-09-27,03:40:00,fatal,Motorcycle rider/passenger,1,1,51.535215,-0.082783
200201HT00075,2002-01-02,21:50:00,fatal,Car occupant,1,1,51.487447,-0.016944
200201HT00173,2002-02-22,15:45:00,fatal,Pedestrian,1,1,51.521505,-0.04761
200201HT00255,2002-03-23,19:21:00,fatal,Motorcycle rider/passenger,1,2,51.498653,-0.009541
200201HT00435,2002-05-28,19:41:00,fatal,Pedestrian,1,1,51.518068,-0.030316
200201HT00472,2002-06-01,22:16:00,fatal,Pedestrian,1,1,51.531997,-0.056677
200201HT00614,2002-07-25,18:15:00,fatal,Bus/coach/minibus occupant,1,1,51.527161,-0.057892
200201HT00810,2002-10-11,20:20:00,fatal,Motorcycle rider/passenger,1,1,51.511027,-0.034079
200201HT00928,2002-11-22,06:10:00,fatal,Motorcycle rider/passenger,1,4,51.523916,-0.073744
200201JC00001,2002-01-11,12:50:00,fatal,Pedestrian,1,1,51.583807,-0.02502
200201JC00449,2002-08-13,07:29:00,fatal,Pedestrian,1,1,51.599787,-0.02346
200201JC00841,2002-12-03,09:22:00,fatal,Pedestrian,1,1,51.565132,-0.010823
200201JI00001,2002-01-01,23:50:00,fatal,Car occupant,Bus/coach/minibus occupant,2,2,51.563234,0.026462
200201JI00224,2002-03-19,23:01:00,fatal,Pedestrian,1,1,51.55516,0.07169
200201JI00399,2002-05-13,07:34:00,fatal,Cyclist,1,2,51.547318,0.082872
200201JI00938,2002-11-08,06:56:00,fatal,Cyclist,1,2,51.58948,0.022
200201JI01014,2002-11-26,10:27:00,fatal,Car occupant,1,2,51.57427,0.033159
200201KG00066,2002-02-04,12:28:00,fatal,Car occupant,1,2,51.540753,0.098003
200201KG00113,2002-03-02,14:40:00,fatal,Car occupant,1,1,51.532596,0.106568
200201KG00149,2002-03-15,23:42:00,fatal,Goods vehicle occupant,1,2,51.530721,0.095812
200201KO00004,2002-01-01,07:00:00,fatal,Car occupant,3,1,51.50879,0.054453
200201KO00383,2002-05-09,09:30:00,fatal,Motorcycle rider/passenger,1,2,51.552508,0.058875
200201KO00809,2002-09-28,21:14:00,fatal,Motorcycle rider/passenger,2,2,51.502138,0.054298
200201KO01026,2002-12-10,19:00:00,fatal,Motorcycle rider/passenger,1,2,51.516705,0.038954
200201LX00052,2002-01-11,08:08:00,fatal,Pedestrian,1,2,51.428262,-0.131141
200201LX00294,2002-12-20,02:06:00,fatal,Pedestrian,1,1,51.434244,-0.128451
200201LX00328,2002-03-13,11:09:00,fatal,Motorcycle rider/passenger,1,2,51.481918,-0.112385
200201LX00402,2002-04-06,02:22:00,fatal,Car occupant,4,3,51.44376,-0.105037
200201LX00463,2002-04-17,17:30:00,fatal,Pedestrian,1,1,51.463166,-0.11503
200201LX00572,2002-05-10,14:40:00,fatal,Pedestrian,1,1,51.470214,-0.094869
200201LX00992,2002-07-29,07:08:00,fatal,Motorcycle rider/passenger,1,2,51.49241,-0.121747
200201LX01689,2002-11-22,08:50:00,fatal,Pedestrian,1,1,51.46009,-0.119476
200201MM00211,2002-02-19,15:43:00,fatal,Pedestrian,1,1,51.499125,-0.097554
200201MM00233,2002-02-28,08:26:00,fatal,Motorcycle rider/passenger,1,3,51.482556,-0.063245
200201MM00685,2002-05-29,04:15:00,fatal,Car occupant,4,1,51.498428,-0.104499
200201MM00931,2002-08-07,10:29:00,fatal,Pedestrian,1,1,51.47325,-0.071559
200201MM00967,2002-08-05,12:15:00,fatal,Motorcycle rider/passenger,1,2,51.468625,-0.052892
200201MM00993,2002-08-20,04:57:00,fatal,Car occupant,1,1,51.494121,-0.094017
200201MM01236,2002-10-12,23:34:00,fatal,Bus/coach/minibus occupant,1,1,51.473874,-0.060301
200201MM01614,2002-12-23,04:31:00,fatal,Pedestrian,1,1,51.491121,-0.103073
200201NI00021,2002-01-03,11:14:00,fatal,Pedestrian,1,1,51.546312,-0.112749
200201PL00576,2002-06-28,19:45:00,fatal,Pedestrian,1,1,51.477413,-0.051366
200201PL00680,2002-07-25,15:35:00,fatal,Car occupant,Goods vehicle occupant,2,2,51.42651,-0.008363
200201PL00729,2002-08-09,14:42:00,fatal,Pedestrian,1,1,51.453802,-0.016243
200201PL00790,2002-08-22,12:00:00,fatal,Motorcycle rider/passenger,1,2,51.442912,-0.042474
200201PL00798,2002-08-21,17:50:00,fatal,Pedestrian,1,1,51.439627,-0.055853
200201PL00809,2002-08-22,13:37:00,fatal,Cyclist,1,2,51.462218,-0.040784
200201PL01074,2002-10-24,13:50:00,fatal,Cyclist,2,3,51.472196,-0.040501
200201PY00101,2002-01-19,17:43:00,fatal,Pedestrian,1,1,51.41586,-0.054273
200201PY00244,2002-03-07,06:53:00,fatal,Pedestrian,1,1,51.403854,-0.030052
200201PY00314,2002-04-02,11:50:00,fatal,Motorcycle rider/passenger,1,1,51.387066,0.077598
200201PY00495,2002-06-02,19:25:00,fatal,Car occupant,6,1,51.407451,-0.00344
200201PY00685,2002-07-09,21:20:00,fatal,Motorcycle rider/passenger,1,2,51.417737,0.092508
200201PY01092,2002-11-05,21:50:00,fatal,Car occupant,Goods vehicle occupant,2,2,51.369856,-0.003208
200201PY01093,2002-11-12,22:11:00,fatal,Car occupant,Motorcycle rider/passenger,2,2,51.366301,-0.010977
200201QK00321,2002-04-11,13:30:00,fatal,Pedestrian,1,1,51.544997,-0.29712
200201QK00490,2002-06-03,19:47:00,fatal,Bus/coach/minibus occupant,1,1,51.540868,-0.201231
200201QK00689,2002-07-22,22:26:00,fatal,Car occupant,4,3,51.565618,-0.324053
200201RG00164,2002-03-01,22:02:00,fatal,Pedestrian,1,1,51.485982,0.098224
200201RG00188,2002-03-01,07:30:00,fatal,Motorcycle rider/passenger,1,2,51.469602,0.063491
200201RG00209,2002-03-11,23:00:00,fatal,Car occupant,Taxi occupant,4,2,51.472746,-0.014413
200201RG01107,2002-12-07,12:13:00,fatal,Pedestrian,1,1,51.486944,0.109792
200201RX00072,2002-12-01,15:05:00,fatal,Car occupant,1,2,51.45258,-0.256087
200201RY00058,2002-02-01,23:10:00,fatal,Bus/coach/minibus occupant,1,1,51.458601,0.13051
200201RY00333,2002-06-18,19:58:00,fatal,Car occupant,2,2,51.495235,0.133659
200201RY00688,2002-11-05,13:05:00,fatal,Car occupant,1,1,51.469916,0.141261
200201RY00689,2002-11-06,15:50:00,fatal,Pedestrian,Car occupant,2,1,51.419628,0.132293
200201SX00277,2002-03-05,14:00:00,fatal,Car occupant,3,1,51.602286,-0.17209
200201SX00631,2002-05-18,09:10:00,fatal,Car occupant,2,2,51.595188,-0.243122
200201SX01027,2002-07-31,13:23:00,fatal,Pedestrian,Car occupant,3,1,51.621281,-0.144745
200201SX01028,2002-08-09,15:57:00,fatal,Car occupant,3,2,51.566848,-0.206555
200201SX01145,2002-08-31,00:23:00,fatal,Motorcycle rider/passenger,2,2,51.611767,-0.157266
200201SX01263,2002-10-08,08:33:00,fatal,Motorcycle rider/passenger,1,2,51.576956,-0.197209
200201SX01651,2002-12-19,04:00:00,fatal,Pedestrian,1,1,51.590885,-0.190738
200201SX01657,2002-12-19,08:20:00,fatal,Pedestrian,1,1,51.580781,-0.212068
200201TW00055,2002-01-28,18:58:00,fatal,Pedestrian,1,1,51.45048,-0.379221
200201TW00218,2002-05-08,10:43:00,fatal,Car occupant,Motorcycle rider/passenger,2,2,51.46637,-0.240156
200201TW00379,2002-08-12,15:14:00,fatal,Cyclist,1,1,51.487192,-0.231432
200201TW00413,2002-09-01,13:23:00,fatal,Motorcycle rider/passenger,2,2,51.451548,-0.346224
200201TW00628,2002-12-04,15:44:00,fatal,Bus/coach/minibus occupant,1,1,51.467017,-0.289947
200201TW00674,2002-10-19,11:27:00,fatal,Motorcycle rider/passenger,1,2,51.462788,-0.283627
200201TX00019,2002-01-12,17:05:00,fatal,Pedestrian,Motorcycle rider/passenger,2,2,51.490417,-0.316152
200201TX00112,2002-02-05,18:14:00,fatal,Pedestrian,1,1,51.472516,-0.347338
200201TX00203,2002-02-22,20:00:00,fatal,Pedestrian,1,1,51.475378,-0.391443
200201TX00535,2002-06-12,20:57:00,fatal,Motorcycle rider/passenger,1,1,51.491761,-0.290894
200201TX01061,2002-11-03,06:52:00,fatal,Car occupant,2,1,51.492575,-0.285101
200201VK00215,2002-07-07,17:40:00,fatal,Car occupant,Bus/coach/minibus occupant,3,2,51.391471,-0.252806
200201VK00323,2002-09-28,20:18:00,fatal,Motorcycle rider/passenger,2,1,51.385262,-0.289116
200201VK00407,2002-11-15,16:14:00,fatal,Pedestrian,1,1,51.427689,-0.300191
200201VW00117,2002-03-05,00:12:00,fatal,Car occupant,4,3,51.395029,-0.173608
200201VW00169,2002-04-05,02:20:00,fatal,Goods vehicle occupant,1,1,51.405793,-0.177637
200201VW00550,2002-10-11,11:22:00,fatal,Car occupant,Motorcycle rider/passenger,2,2,51.42733,-0.197926
200201VW00567,2002-08-23,22:55:00,fatal,Car occupant,Motorcycle rider/passenger,4,3,51.393679,-0.144913
200201WW00123,2002-02-15,22:30:00,fatal,Motorcycle rider/passenger,2,5,51.483953,-0.149749
200201WW00632,2002-07-11,23:17:00,fatal,Car occupant,4,1,51.449176,-0.221101
200201WW00975,2002-09-13,23:11:00,fatal,Motorcycle rider/passenger,2,1,51.461205,-0.155708
200201WW01225,2002-12-09,21:00:00,fatal,Car occupant,2,1,51.445326,-0.169587
200201XS00215,2002-02-17,03:00:00,fatal,Car occupant,2,3,51.524154,-0.292276
200201XS00353,2002-04-02,20:35:00,fatal,Pedestrian,1,1,51.520007,-0.291566
200201XS00600,2002-05-25,16:30:00,fatal,Pedestrian,1,1,51.511042,-0.375775
200201XS00629,2002-05-30,23:20:00,fatal,Motorcycle rider/passenger,1,2,51.518828,-0.27244
200201XS00667,2002-06-02,02:03:00,fatal,Pedestrian,1,1,51.509557,-0.327696
200201XS00945,2002-08-11,21:37:00,fatal,Pedestrian,1,1,51.508286,-0.277162
200201XS01320,2002-10-26,21:30:00,fatal,Motorcycle rider/passenger,1,2,51.52392,-0.364217
200201YE00266,2002-05-06,20:54:00,fatal,Car occupant,2,1,51.616172,-0.046005
200201YE00793,2002-12-19,00:15:00,fatal,Car occupant,1,1,51.617732,-0.086097
200201YR00002,2002-01-22,03:35:00,fatal,Car occupant,4,5,51.584647,-0.103222
200201YR00112,2002-03-01,14:14:00,fatal,Pedestrian,1,1,51.604304,-0.0624
200201YR00785,2002-09-03,20:25:00,fatal,Car occupant,2,2,51.583672,-0.160568
200201YR00881,2002-10-12,01:30:00,fatal,Pedestrian,1,1,51.590583,-0.092147
200201YR00892,2002-10-25,16:00:00,fatal,Pedestrian,1,1,51.58688,-0.063719
200201YR00982,2002-11-27,02:29:00,fatal,Car occupant,2,1,51.604946,-0.096166
200201YR01100,2002-12-23,10:45:00,fatal,Pedestrian,1,2,51.58438,-0.131381
200201YR01153,2002-12-10,21:20:00,fatal,Pedestrian,1,1,51.603046,-0.067941
200201ZD00301,2002-04-03,17:55:00,fatal,Motorcycle rider/passenger,2,1,51.355618,-0.049502
200201ZD00317,2002-04-02,21:05:00,fatal,Pedestrian,Motorcycle rider/passenger,3,1,51.381804,-0.094232
200201ZD00504,2002-05-21,17:46:00,fatal,Pedestrian,1,1,51.395292,-0.116384
200201ZD00565,2002-06-10,18:53:00,fatal,Motorcycle rider/passenger,1,1,51.348041,-0.010762
200201ZD00644,2002-06-29,04:14:00,fatal,Car occupant,1,1,51.392355,-0.052252
200201ZD00716,2002-07-15,17:27:00,fatal,Car occupant,Motorcycle rider/passenger,2,2,51.373742,-0.118419
200201ZD00868,2002-08-25,02:27:00,fatal,Pedestrian,2,1,51.382505,-0.098658
200201ZD00997,2002-09-20,18:40:00,fatal,Motorcycle rider/passenger,1,2,51.398956,-0.087194
200201ZD01120,2002-10-26,02:02:00,fatal,Motorcycle rider/passenger,2,1,51.379088,-0.12093
200201ZT00057,2002-02-02,17:23:00,fatal,Pedestrian,Car occupant,2,1,51.358678,-0.213118
200201ZT00078,2002-02-11,23:35:00,fatal,Car occupant,Goods vehicle occupant,2,2,51.380373,-0.128206
200201ZT00181,2002-04-24,23:22:00,fatal,Car occupant,1,1,51.364047,-0.229142
200201ZT00196,2002-05-04,23:50:00,fatal,Pedestrian,1,1,51.370895,-0.194683
200201ZT00556,2002-12-20,01:05:00,fatal,Pedestrian,1,1,51.383806,-0.157528
200245RE21917,2002-05-18,01:02:00,fatal,Car occupant,2,2,51.310715,-0.170358
200245RE26399,2002-07-24,21:05:00,fatal,Cyclist,1,2,51.33641,-0.203648
200245RN18161,2002-01-31,16:55:00,fatal,Pedestrian,1,1,51.326788,-0.269333
200245RN26684,2002-09-08,19:00:00,fatal,Motorcycle rider/passenger,1,1,51.379749,-0.312026
200245RN27050,2002-09-06,00:08:00,fatal,Cyclist,1,3,51.349479,-0.259143
200245RN28382,2002-10-17,17:45:00,fatal,Car occupant,Motorcycle rider/passenger,3,4,51.365143,-0.260273
200245RN28525,2002-09-07,03:50:00,fatal,Motorcycle rider/passenger,1,1,51.378819,-0.24869
200245SR17845,2002-02-01,15:45:00,fatal,Pedestrian,1,1,51.295022,-0.214013
200245SR18656,2002-02-20,06:55:00,fatal,Motorcycle rider/passenger,1,3,51.349036,-0.22369
200245SR26819,2002-09-09,17:02:00,fatal,Car occupant,5,2,51.294885,-0.069433
200245SR28542,2002-10-18,16:40:00,fatal,Car occupant,3,3,51.302651,-0.166518
200245SR30921,2002-12-04,12:24:00,fatal,Car occupant,4,2,51.30456,-0.034738
200301BS00083,2003-02-12,07:06:00,fatal,Pedestrian,1,2,51.497989,-0.208107
200301BS00086,2003-02-17,10:50:00,fatal,Pedestrian,Goods vehicle occupant,2,1,51.499875,-0.196218
200301BS00345,2003-06-14,03:56:00,fatal,Pedestrian,1,1,51.496846,-0.163346
200301CP00016,2003-02-06,06:00:00,fatal,Cyclist,1,2,51.510297,-0.104438
200301DM00088,2003-01-21,17:43:00,fatal,Motorcycle rider/passenger,2,2,51.500895,-0.123704
200301DM00419,2003-01-11,03:50:00,fatal,Pedestrian,1,1,51.513694,-0.153876
200301DM00699,2003-05-21,12:58:00,fatal,Pedestrian,1,1,51.535929,-0.166819
200301EO00001,2003-01-20,09:55:00,fatal,Pedestrian,1,1,51.530784,-0.120168
200301EO00128,2003-02-18,16:45:00,fatal,Cyclist,1,2,51.539769,-0.091821
200301EO00422,2003-03-20,16:00:00,fatal,Car occupant,Other,5,2,51.548548,-0.084242
200301EO00423,2003-03-21,07:48:00,fatal,Motorcycle rider/passenger,1,3,51.548531,-0.161842
200301EO01052,2003-06-28,03:40:00,fatal,Pedestrian,Car occupant,3,1,51.527443,-0.130542
200301EO01108,2003-07-12,02:20:00,fatal,Cyclist,Car occupant,2,2,51.538803,-0.098784
200301FH00231,2003-04-02,15:13:00,fatal,Bus/coach/minibus occupant,1,1,51.477484,-0.190477
200301GD00408,2003-05-02,01:10:00,fatal,Pedestrian,Goods vehicle occupant,2,1,51.566409,-0.06026
200301HT00745,2003-09-03,14:55:00,fatal,Pedestrian,1,1,51.515256,-0.028852
200301KG00267,2003-04-29,17:30:00,fatal,Pedestrian,1,1,51.529411,0.088542
200301KO00059,2003-01-25,09:55:00,fatal,Pedestrian,1,1,51.536691,0.006393
200301LX00065,2003-02-09,04:05:00,fatal,Car occupant,3,2,51.490445,-0.122548
200301LX00082,2003-02-07,12:28:00,fatal,Pedestrian,1,1,51.447609,-0.131934
200301LX00132,2003-02-15,23:22:00,fatal,Pedestrian,1,1,51.472188,-0.122434
200301LX00140,2003-02-23,14:10:00,fatal,Cyclist,Car occupant,2,3,51.489674,-0.108175
200301LX00143,2003-01-27,08:05:00,fatal,Cyclist,1,2,51.484285,-0.125394
