id,date,time,severity,casualties,number_of_casualties,number_of_vehicles,latitude,longitude
200301LX00207,2003-03-03,19:15:00,fatal,Car occupant,2,2,51.495297,-0.111112
200301LX00668,2003-05-28,21:38:00,fatal,Motorcycle rider/passenger,1,2,51.421845,-0.129101
200301LX00865,2003-05-20,09:40:00,fatal,Cyclist,1,2,51.502288,-0.10967
200301MM00065,2003-01-23,11:15:00,fatal,Pedestrian,1,1,51.472707,-0.093326
200301MM00188,2003-02-15,15:20:00,fatal,Pedestrian,1,1,51.489954,-0.075608
200301MM00399,2003-03-28,10:38:00,fatal,Cyclist,1,2,51.501147,-0.078162
200301PL00169,2003-02-20,17:34:00,fatal,Cyclist,Car occupant,2,3,51.434712,-0.014768
200301PL00230,2003-03-12,10:13:00,fatal,Pedestrian,1,1,51.448739,-0.041361
200301PL00263,2003-03-18,14:36:00,fatal,Car occupant,1,1,51.42551,0.013314
200301PY00025,2003-01-19,11:24:00,fatal,Pedestrian,1,1,51.373,0.079691
200301PY00141,2003-03-13,23:40:00,fatal,Cyclist,1,2,51.372163,0.066003
200301PY00183,2003-03-29,13:26:00,fatal,Cyclist,1,2,51.375855,0.008835
200301PY00425,2003-06-10,19:55:00,fatal,Car occupant,1,2,51.408699,0.105037
200301QK00779,2003-08-31,17:22:00,fatal,Pedestrian,1,1,51.585445,-0.27742
200301RG00251,2003-04-09,14:44:00,fatal,Pedestrian,2,1,51.481178,-0.007854
200301SX00119,2003-01-25,09:15:00,fatal,Pedestrian,1,1,51.584372,-0.199946
200301SX00299,2003-03-12,17:30:00,fatal,Pedestrian,1,1,51.581048,-0.211913
200301TA00005,2003-04-04,08:40:00,fatal,Pedestrian,1,1,51.561569,-0.09971
200301TA00038,2003-04-25,08:30:00,fatal,Motorcycle rider/passenger,1,1,51.513322,-0.113537
200301TA00100,2003-06-07,16:50:00,fatal,Pedestrian,1,1,51.514751,-0.129764
200301TA00195,2003-07-29,13:05:00,fatal,Cyclist,1,2,51.53143,-0.104426
200301TA00381,2003-10-20,08:30:00,fatal,Motorcycle rider/passenger,1,2,51.523401,-0.147862
200301TA00400,2003-10-22,11:17:00,fatal,Pedestrian,1,1,51.500402,-0.18957
200301TA00424,2003-10-29,09:53:00,fatal,Bus/coach/minibus occupant,1,1,51.52423,-0.137737
200301TA00468,2003-11-24,07:00:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.50849,-0.120654
200301TA00492,2003-11-25,20:43:00,fatal,Cyclist,1,2,51.520624,-0.165704
200301TA00495,2003-12-09,07:10:00,fatal,Motorcycle rider/passenger,1,2,51.560108,-0.115063
200301TA00505,2003-12-09,13:30:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.501768,-0.184905
200301TB00131,2003-06-12,11:55:00,fatal,Pedestrian,1,1,51.590126,-0.199863
200301TB00276,2003-08-08,18:22:00,fatal,Pedestrian,1,1,51.509303,-0.354221
200301TB00361,2003-08-19,15:00:00,fatal,Motorcycle rider/passenger,1,2,51.558586,-0.335419
200301TB00405,2003-10-11,18:30:00,fatal,Car occupant,2,1,51.502442,-0.358791
200301TB00450,2003-10-21,15:50:00,fatal,Pedestrian,1,1,51.512769,-0.307114
200301TB00451,2003-10-25,17:39:00,fatal,Motorcycle rider/passenger,1,2,51.52709,-0.283949
200301TB00469,2003-11-10,08:45:00,fatal,Pedestrian,1,1,51.603207,-0.268372
200301TB00482,2003-11-08,22:35:00,fatal,Car occupant,2,2,51.534735,-0.340327
200301TB00513,2003-10-16,17:14:00,fatal,Motorcycle rider/passenger,1,2,51.592679,-0.21983
200301TB00528,2003-12-05,11:00:00,fatal,Pedestrian,1,1,51.609622,-0.175406
200301TB00532,2003-12-08,17:06:00,fatal,Pedestrian,1,1,51.508662,-0.334358
200301TB00540,2003-12-12,02:28:00,fatal,Car occupant,1,1,51.60972,-0.246749
200301TC00082,2003-04-09,15:00:00,fatal,Pedestrian,1,1,51.598822,-0.062634
200301TC00219,2003-06-20,05:35:00,fatal,Pedestrian,1,1,51.577638,0.009928
200301TC00243,2003-06-27,09:43:00,fatal,Motorcycle rider/passenger,1,2,51.569749,0.01896
200301TC00289,2003-07-05,03:05:00,fatal,Car occupant,4,1,51.572199,0.01243
200301TC00384,2003-07-12,17:35:00,fatal,Pedestrian,1,1,51.572785,-0.016695
200301TC00424,2003-08-23,06:05:00,fatal,Car occupant,1,1,51.607488,-0.075552
200301TC00425,2003-08-26,06:30:00,fatal,Motorcycle rider/passenger,1,2,51.542255,0.00707
200301TC00503,2003-09-02,05:49:00,fatal,Car occupant,1,2,51.575692,-0.072421
200301TC00605,2003-10-14,23:50:00,fatal,Pedestrian,1,1,51.598067,-0.093421
200301TC00698,2003-11-12,08:45:00,fatal,Motorcycle rider/passenger,1,2,51.604188,-0.023125
200301TC00714,2003-11-17,21:09:00,fatal,Pedestrian,Car occupant,3,2,51.515684,0.009505
200301TC00715,2003-11-22,08:45:00,fatal,Car occupant,2,4,51.559589,0.060205
200301TC00799,2003-12-08,21:35:00,fatal,Pedestrian,1,1,51.587506,-0.118838
200301TC00807,2003-12-18,13:20:00,fatal,Pedestrian,1,1,51.511426,-0.025703
200301TC09150,2003-11-14,16:21:00,fatal,Pedestrian,1,1,51.529149,0.083052
200301TD00022,2003-04-13,01:27:00,fatal,Car occupant,1,2,51.382761,-0.043174
200301TD00045,2003-04-24,19:32:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.369201,-0.006972
200301TD00046,2003-04-24,15:30:00,fatal,Motorcycle rider/passenger,1,2,51.356988,-0.105604
200301TD00099,2003-05-19,17:35:00,fatal,Car occupant,3,3,51.394856,-0.067527
200301TD00108,2003-05-22,23:33:00,fatal,Motorcycle rider/passenger,1,2,51.418146,0.002203
200301TD00191,2003-06-21,17:45:00,fatal,Pedestrian,1,1,51.463582,-0.036263
200301TD00199,2003-06-29,15:10:00,fatal,Motorcycle rider/passenger,1,1,51.482194,-0.046841
200301TD00201,2003-06-28,21:20:00,fatal,Motorcycle rider/passenger,1,2,51.396253,0.051275
200301TD00209,2003-07-03,23:26:00,fatal,Car occupant,2,1,51.378116,-0.099702
200301TD00212,2003-07-02,19:20:00,fatal,Motorcycle rider/passenger,1,1,51.4153,0.082905
200301TD00244,2003-07-16,08:50:00,fatal,Motorcycle rider/passenger,Goods vehicle occupant,2,2,51.437223,0.119155
200301TD00249,2003-07-12,11:09:00,fatal,Cyclist,1,2,51.490901,0.079579
200301TD00300,2003-08-07,12:27:00,fatal,Pedestrian,1,1,51.490151,0.019618
200301TD00324,2003-08-20,06:57:00,fatal,Bus/coach/minibus occupant,Goods vehicle occupant,2,2,51.487174,0.056362
200301TD00346,2003-09-03,21:45:00,fatal,Pedestrian,Motorcycle rider/passenger,3,1,51.442453,-0.020477
200301TD00358,2003-09-09,20:50:00,fatal,Motorcycle rider/passenger,1,2,51.362394,0.058955
200301TD00360,2003-09-16,10:28:00,fatal,Pedestrian,1,1,51.451855,-0.039501
200301TD00398,2003-09-21,16:11:00,fatal,Pedestrian,1,1,51.488738,-0.072778
200301TD00407,2003-09-25,12:05:00,fatal,Car occupant,2,1,51.500079,0.001758
200301TD00412,2003-10-01,19:05:00,fatal,Pedestrian,Car occupant,2,1,51.346291,-0.056503
200301TD00468,2003-10-26,06:34:00,fatal,Car occupant,4,1,51.368022,-0.109459
200301TD00477,2003-09-17,14:30:00,fatal,Bus/coach/minibus occupant,1,1,51.370118,-0.100033
200301TD00479,2003-11-01,00:20:00,fatal,Car occupant,2,1,51.423132,-0.01599
200301TD00525,2003-11-10,21:40:00,fatal,Motorcycle rider/passenger,1,2,51.415246,-0.071557
200301TD00534,2003-11-19,15:10:00,fatal,Motorcycle rider/passenger,1,2,51.444827,0.040355
200301TD00535,2003-11-13,01:53:00,fatal,Pedestrian,1,1,51.405049,0.005513
200301TD00542,2003-11-12,18:43:00,fatal,Motorcycle rider/passenger,1,2,51.390277,-0.003613
200301TD00555,2003-11-27,18:38:00,fatal,Pedestrian,1,1,51.3769,-0.107943
200301TD00562,2003-11-24,13:25:00,fatal,Car occupant,1,1,51.358543,-0.030848
200301TD00566,2003-11-21,11:25:00,fatal,Car occupant,2,2,51.391958,0.044902
200301TD00586,2003-12-14,19:20:00,fatal,Car occupant,3,2,51.431072,-0.00169
200301TD00592,2003-12-08,07:00:00,fatal,Pedestrian,1,1,51.424266,0.059002
200301TE00179,2003-06-13,23:28:00,fatal,Motorcycle rider/passenger,1,2,51.468549,-0.119848
200301TE00357,2003-08-01,22:35:00,fatal,Pedestrian,1,1,51.379335,-0.199668
200301TE00370,2003-08-10,13:40:00,fatal,Pedestrian,1,1,51.48915,-0.114679
200301TE00388,2003-08-15,10:30:00,fatal,Pedestrian,1,1,51.361121,-0.150394
200301TE00425,2003-08-29,09:11:00,fatal,Pedestrian,1,1,51.404477,-0.162448
200301TE00432,2003-07-22,07:55:00,fatal,Cyclist,1,2,51.459749,-0.212628
200301TE00480,2003-09-11,09:08:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.446694,-0.170828
200301TE00489,2003-09-05,20:30:00,fatal,Pedestrian,2,1,51.355963,-0.131356
200301TE00510,2003-09-25,21:35:00,fatal,Cyclist,1,2,51.481082,-0.110691
200301TE00630,2003-11-08,17:40:00,fatal,Motorcycle rider/passenger,1,2,51.426572,-0.341516
200301TE00689,2003-11-29,14:20:00,fatal,Car occupant,5,3,51.481688,-0.347294
200301TE00765,2003-12-27,12:35:00,fatal,Car occupant,Goods vehicle occupant,2,2,51.449489,-0.137038
200301VK00040,2003-02-05,22:58:00,fatal,Car occupant,4,1,51.385142,-0.280929
200301VK00067,2003-03-01,14:15:00,fatal,Pedestrian,1,1,51.397625,-0.255447
200301VW00098,2003-02-20,07:59:00,fatal,Pedestrian,1,1,51.41751,-0.162069
200301VW00103,2003-02-25,20:15:00,fatal,Pedestrian,Car occupant,2,3,51.409532,-0.233856
200301VW00132,2003-03-16,00:47:00,fatal,Car occupant,4,2,51.406948,-0.229498
200301VW00214,2003-04-09,14:42:00,fatal,Pedestrian,1,1,51.400508,-0.150243
200301WW00068,2003-02-04,22:53:00,fatal,Motorcycle rider/passenger,1,1,51.448736,-0.215793
200301WW00069,2003-02-03,23:35:00,fatal,Car occupant,Motorcycle rider/passenger,2,3,51.44465,-0.213218
200301WW00072,2003-02-12,18:47:00,fatal,Cyclist,1,2,51.454139,-0.2104
200301WW00073,2003-02-14,20:45:00,fatal,Motorcycle rider/passenger,1,3,51.436553,-0.18375
200301WW00227,2003-03-24,15:26:00,fatal,Motorcycle rider/passenger,1,3,51.421918,-0.156427
200301WW00374,2003-04-26,18:40:00,fatal,Pedestrian,1,1,51.430559,-0.139822
200301WW00485,2003-05-24,22:44:00,fatal,Car occupant,1,5,51.445376,-0.190164
200301XS00056,2003-01-15,18:25:00,fatal,Motorcycle rider/passenger,1,2,51.518159,-0.331849
200301XS00577,2003-06-05,11:15:00,fatal,Motorcycle rider/passenger,1,2,51.505101,-0.355958
200301YE00031,2003-01-16,01:10:00,fatal,Pedestrian,1,1,51.614269,-0.061398
200301YR00175,2003-03-07,13:25:00,fatal,Pedestrian,1,1,51.575789,-0.151072
200301YR00446,2003-05-11,12:40:00,fatal,Pedestrian,1,1,51.601269,-0.091266
200301YR00447,2003-05-17,22:45:00,fatal,Pedestrian,2,1,51.580985,-0.077105
200301ZD00284,2003-03-16,10:25:00,fatal,Pedestrian,1,1,51.418839,-0.104342
200301ZT00025,2003-01-14,23:15:00,fatal,Car occupant,Motorcycle rider/passenger,2,2,51.351838,-0.21281
200301ZT00046,2003-02-02,18:44:00,fatal,Car occupant,Motorcycle rider/passenger,2,2,51.381127,-0.216843
200301ZT00161,2003-04-15,17:21:00,fatal,Bus/coach/minibus occupant,1,1,51.360419,-0.191792
200345RE42450,2003-09-16,12:10:00,fatal,Car occupant,2,1,51.31622,-0.230124
200345RN44531,2003-10-27,12:50:00,fatal,Pedestrian,1,2,51.367533,-0.263774
200345SR32320,2003-01-05,17:38:00,fatal,Pedestrian,Car occupant,2,1,51.30768,-0.04924
200401CP00029,2004-02-23,09:02:00,fatal,Cyclist,1,2,51.510832,-0.093031
200401CP00299,2004-12-08,09:46:00,fatal,Pedestrian,1,1,51.509556,-0.086455
200401PL60769,2004-11-29,09:50:00,fatal,Pedestrian,1,1,51.461651,-0.007121
200401PY00001,2004-01-08,12:09:00,fatal,Car occupant,1,1,51.407384,0.113173
200401TA00038,2004-01-20,20:36:00,fatal,Pedestrian,2,1,51.554532,-0.171842
200401TA00252,2004-06-04,00:51:00,fatal,Pedestrian,1,1,51.516294,-0.164869
200401TA00253,2004-06-07,13:23:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.539723,-0.094563
200401TA00279,2004-06-22,12:52:00,fatal,Pedestrian,1,1,51.516112,-0.136194
200401TA00311,2004-06-30,17:20:00,fatal,Motorcycle rider/passenger,1,2,51.500769,-0.184224
200401TA00364,2004-07-26,06:50:00,fatal,Pedestrian,1,1,51.504895,-0.126421
200401TA00416,2004-08-06,19:00:00,fatal,Motorcycle rider/passenger,2,3,51.518381,-0.218549
200401TA00431,2004-09-01,08:30:00,fatal,Pedestrian,1,1,51.533147,-0.172987
200401TA00438,2004-09-12,02:22:00,fatal,Car occupant,Motorcycle rider/passenger,2,2,51.543802,-0.152802
200401TA00559,2004-11-05,20:36:00,fatal,Pedestrian,1,1,51.514964,-0.137538
200401TA00581,2004-11-18,06:12:00,fatal,Motorcycle rider/passenger,1,2,51.482833,-0.170102
200401TA00589,2004-12-11,08:25:00,fatal,Pedestrian,1,1,51.516193,-0.124372
200401TA09001,2004-11-19,14:20:00,fatal,Car occupant,Motorcycle rider/passenger,3,3,51.594904,0.015166
200401TA09017,2004-04-04,01:20:00,fatal,Pedestrian,1,1,51.493714,-0.175861
200401TB00054,2004-02-15,07:47:00,fatal,Motorcycle rider/passenger,1,1,51.587325,-0.234475
200401TB00061,2004-02-07,23:35:00,fatal,Pedestrian,1,1,51.523413,-0.284663
200401TB00068,2004-02-02,14:05:00,fatal,Pedestrian,1,1,51.541502,-0.297972
200401TB00072,2004-02-17,22:55:00,fatal,Motorcycle rider/passenger,1,1,51.540096,-0.197801
200401TB00253,2004-06-01,09:30:00,fatal,Car occupant,2,2,51.560251,-0.319778
200401TB00274,2004-06-15,17:21:00,fatal,Other,1,2,51.60935,-0.175272
200401TB00327,2004-07-01,12:30:00,fatal,Motorcycle rider/passenger,1,2,51.56385,-0.192822
200401TB00354,2004-08-07,03:30:00,fatal,Pedestrian,1,1,51.560005,-0.334069
200401TB00385,2004-08-21,15:45:00,fatal,Pedestrian,Bus/coach/minibus occupant,4,2,51.569227,-0.185826
200401TB00456,2004-09-26,01:30:00,fatal,Pedestrian,1,1,51.510049,-0.324363
200401TB00566,2004-12-06,00:05:00,fatal,Car occupant,3,1,51.504687,-0.22283
200401TC00069,2004-01-25,14:35:00,fatal,Car occupant,1,1,51.604637,-0.049966
200401TC00153,2004-02-17,12:54:00,fatal,Pedestrian,1,1,51.589222,-0.108084
200401TC00160,2004-02-04,10:21:00,fatal,Pedestrian,1,1,51.523584,-0.010761
200401TC00211,2004-03-10,23:39:00,fatal,Car occupant,Goods vehicle occupant,3,2,51.604369,-0.121751
200401TC00472,2004-05-30,23:22:00,fatal,Motorcycle rider/passenger,1,1,51.623672,-0.103039
200401TC00682,2004-08-01,05:46:00,fatal,Motorcycle rider/passenger,2,2,51.546288,0.023546
200401TC00792,2004-08-23,13:03:00,fatal,Car occupant,2,2,51.624978,-0.100384
200401TC00845,2004-08-23,23:55:00,fatal,Pedestrian,1,1,51.567968,-0.073036
200401TC00895,2004-09-23,07:57:00,fatal,Goods vehicle occupant,1,1,51.537955,-0.025708
200401TC00896,2004-09-28,17:43:00,fatal,Motorcycle rider/passenger,1,1,51.509136,0.070609
200401TC00907,2004-10-01,20:54:00,fatal,Car occupant,2,1,51.549643,0.103749
200401TC00970,2004-10-25,14:29:00,fatal,Pedestrian,1,1,51.543596,-0.040319
200401TC00974,2004-10-25,14:40:00,fatal,Pedestrian,1,1,51.563051,-0.058383
200401TC01053,2004-12-18,19:41:00,fatal,Pedestrian,1,1,51.517777,0.059902
200401TC09058,2004-12-31,22:40:00,fatal,Pedestrian,1,1,51.518847,-0.060841
200401TD00020,2004-01-10,13:45:00,fatal,Bus/coach/minibus occupant,1,1,51.491032,-0.097603
200401TD00022,2004-01-01,19:45:00,fatal,Car occupant,2,2,51.4862,0.008784
200401TD00033,2004-01-09,18:13:00,fatal,Pedestrian,1,1,51.378866,0.108698
200401TD00042,2004-01-14,09:45:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.486056,0.011947
200401TD00055,2004-01-26,07:05:00,fatal,Motorcycle rider/passenger,1,2,51.457782,0.135942
200401TD00060,2004-01-31,23:49:00,fatal,Motorcycle rider/passenger,1,2,51.43593,0.01924
200401TD00070,2004-01-27,19:00:00,fatal,Pedestrian,2,1,51.461074,0.042088
200401TD00082,2004-02-01,23:15:00,fatal,Car occupant,Bus/coach/minibus occupant,4,2,51.393326,-0.078372
200401TD00121,2004-02-21,10:42:00,fatal,Pedestrian,1,1,51.497828,-0.046029
200401TD00147,2004-03-02,06:45:00,fatal,Motorcycle rider/passenger,1,1,51.463176,0.0298
200401TD00156,2004-03-07,01:55:00,fatal,Car occupant,2,2,51.384822,0.046739
200401TD00170,2004-03-17,14:00:00,fatal,Motorcycle rider/passenger,1,2,51.370491,-0.10088
200401TD00182,2004-03-10,22:00:00,fatal,Cyclist,1,2,51.406114,0.001102
200401TD00233,2004-04-30,09:15:00,fatal,Pedestrian,1,1,51.338765,-0.004703
200401TD00250,2004-05-20,12:08:00,fatal,Pedestrian,1,1,51.378678,-0.101116
200401TD00263,2004-06-11,09:12:00,fatal,Pedestrian,1,1,51.460991,-0.010605
200401TD00267,2004-06-16,15:00:00,fatal,Pedestrian,2,1,51.462638,0.050364
200401TD00272,2004-06-25,15:50:00,fatal,Car occupant,4,2,51.367068,0.017789
200401TD00281,2004-07-03,15:47:00,fatal,Goods vehicle occupant,2,1,51.499271,0.114396
200401TD00282,2004-07-02,23:26:00,fatal,Motorcycle rider/passenger,1,2,51.385553,-0.092495
200401TD00283,2004-06-24,15:23:00,fatal,Pedestrian,1,1,51.452572,0.039693
200401TD00285,2004-06-25,19:55:00,fatal,Pedestrian,1,1,51.478437,-0.053482
200401TD00288,2004-07-13,12:46:00,fatal,Cyclist,1,2,51.472849,-0.052712
200401TD00293,2004-07-17,11:14:00,fatal,Pedestrian,1,1,51.452998,-0.016566
200401TD00310,2004-08-18,17:45:00,fatal,Motorcycle rider/passenger,1,5,51.389109,-0.09551
200401TD00311,2004-08-18,16:15:00,fatal,Motorcycle rider/passenger,1,2,51.473566,0.016581
200401TD00327,2004-08-23,08:30:00,fatal,Motorcycle rider/passenger,2,2,51.459132,-0.066108
200401TD00341,2004-08-28,22:57:00,fatal,Motorcycle rider/passenger,1,3,51.463337,-0.04851
200401TD00342,2004-09-12,02:00:00,fatal,Car occupant,1,2,51.339614,-0.143794
200401TD00353,2004-09-30,08:38:00,fatal,Pedestrian,Motorcycle rider/passenger,2,1,51.506025,-0.10159
200401TD00354,2004-09-29,11:05:00,fatal,Car occupant,3,2,51.373184,0.074383
200401TD00381,2004-10-24,20:00:00,fatal,Pedestrian,1,1,51.386067,-0.107565
200401TD00385,2004-10-29,15:15:00,fatal,Pedestrian,1,1,51.409033,-0.060171
200401TD00390,2004-09-11,14:49:00,fatal,Car occupant,2,1,51.504778,-0.036797
200401TD00396,2004-10-30,10:03:00,fatal,Pedestrian,1,1,51.43944,0.075657
200401TD00433,2004-12-17,19:59:00,fatal,Bus/coach/minibus occupant,1,1,51.36879,0.05838
200401TD00454,2004-12-30,18:10:00,fatal,Car occupant,1,1,51.388014,-0.008023
200401TD09049,2004-03-16,20:27:00,fatal,Pedestrian,1,1,51.484893,-0.068619
200401TE00012,2004-01-01,01:45:00,fatal,Pedestrian,1,1,51.366513,-0.167273
200401TE00061,2004-01-23,14:50:00,fatal,Pedestrian,1,1,51.451626,-0.358167
200401TE00067,2004-01-31,04:04:00,fatal,Motorcycle rider/passenger,1,2,51.414125,-0.124383
200401TE00087,2004-02-07,19:31:00,fatal,Pedestrian,1,1,51.48076,-0.351648
200401TE00088,2004-02-07,01:00:00,fatal,Pedestrian,1,1,51.468953,-0.145172
200401TE00091,2004-02-07,19:20:00,fatal,Car occupant,4,1,51.461653,-0.348594
200401TE00092,2004-01-30,21:15:00,fatal,Car occupant,2,2,51.485678,-0.299331
200401TE00110,2004-02-12,23:30:00,fatal,Pedestrian,1,1,51.387446,-0.297083
200401TE00190,2004-03-03,16:30:00,fatal,Pedestrian,1,1,51.441225,-0.154642
200401TE00228,2004-03-19,08:08:00,fatal,Pedestrian,1,1,51.454548,-0.178574
200401TE00292,2004-04-11,21:10:00,fatal,Pedestrian,1,1,51.456877,-0.21893
200401TE00303,2004-04-26,15:25:00,fatal,Motorcycle rider/passenger,1,2,51.375644,-0.277118
200401TE00322,2004-05-11,20:40:00,fatal,Pedestrian,1,1,51.464114,-0.383201
200401TE00323,2004-05-11,09:30:00,fatal,Pedestrian,1,1,51.475967,-0.168073
200401TE00353,2004-05-06,23:20:00,fatal,Pedestrian,1,2,51.385809,-0.130715
200401TE00420,2004-06-09,11:43:00,fatal,Cyclist,Goods vehicle occupant,2,2,51.445129,-0.151319
200401TE00452,2004-06-19,08:45:00,fatal,Motorcycle rider/passenger,1,3,51.363048,-0.175743
200401TE00500,2004-07-03,21:20:00,fatal,Pedestrian,1,2,51.47074,-0.355321
200401TE00507,2004-07-02,07:45:00,fatal,Cyclist,Goods vehicle occupant,2,2,51.375462,-0.307874
200401TE00510,2004-07-02,12:29:00,fatal,Pedestrian,1,1,51.418777,-0.203153
200401TE00520,2004-07-12,11:07:00,fatal,Pedestrian,1,1,51.4909,-0.26903
200401TE00580,2004-08-07,18:07:00,fatal,Motorcycle rider/passenger,1,2,51.44295,-0.132987
200401TE00592,2004-08-13,20:14:00,fatal,Bus/coach/minibus occupant,11,1,51.488188,-0.381341
200401TE00659,2004-09-13,22:07:00,fatal,Pedestrian,1,1,51.449068,-0.323575
200401TE00662,2004-09-13,07:55:00,fatal,Motorcycle rider/passenger,1,2,51.491116,-0.24122
200401TE00682,2004-09-17,14:09:00,fatal,Pedestrian,1,1,51.440291,-0.096259
200401TE00803,2004-11-17,22:58:00,fatal,Car occupant,1,2,51.432853,-0.154116
200401TE00869,2004-12-09,07:15:00,fatal,Goods vehicle occupant,2,4,51.393018,-0.260078
200401TE00896,2004-12-10,07:35:00,fatal,Motorcycle rider/passenger,1,2,51.388788,-0.217982
200401TE00911,2004-12-13,11:25:00,fatal,Motorcycle rider/passenger,1,2,51.439864,-0.148222
200401TE00936,2004-12-22,19:50:00,fatal,Pedestrian,1,1,51.433687,-0.335935
200401TE09001,2004-11-25,04:32:00,fatal,Pedestrian,1,1,51.465013,-0.257629
200445EP51970,2004-04-23,19:43:00,fatal,Motorcycle rider/passenger,1,2,51.357024,-0.240473
200445EP54174,2004-06-16,12:14:00,fatal,Motorcycle rider/passenger,1,1,51.354309,-0.27562
200445RE47733,2004-01-12,12:20:00,fatal,Car occupant,Goods vehicle occupant,4,3,51.297126,-0.222252
200445TA57181,2004-08-30,07:59:00,fatal,Motorcycle rider/passenger,2,3,51.295692,-0.069256
200501CP00085,2005-05-18,18:30:00,fatal,Cyclist,Motorcycle rider/passenger,2,2,51.515757,-0.097293
200501RY10515,2005-11-09,09:20:00,fatal,Bus/coach/minibus occupant,1,1,51.463682,0.098065
200501TA00003,2005-01-06,15:32:00,fatal,Cyclist,1,2,51.525861,-0.178613
200501TA00006,2005-02-02,09:00:00,fatal,Pedestrian,1,1,51.512457,-0.172518
200501TA00015,2005-01-29,12:00:00,fatal,Pedestrian,1,1,51.511718,-0.120088
200501TA00065,2005-03-24,22:29:00,fatal,Cyclist,1,2,51.504852,-0.146308
200501TA00083,2005-04-11,21:15:00,fatal,Motorcycle rider/passenger,1,2,51.513352,-0.207216
200501TA00087,2005-04-27,10:09:00,fatal,Cyclist,1,2,51.552132,-0.105584
200501TA00096,2005-04-01,16:07:00,fatal,Pedestrian,1,1,51.501237,-0.150922
200501TA00101,2005-05-08,06:00:00,fatal,Pedestrian,1,1,51.513631,-0.144223
200501TA00123,2005-06-10,23:20:00,fatal,Pedestrian,1,1,51.50268,-0.191497
200501TA00188,2005-08-13,00:54:00,fatal,Motorcycle rider/passenger,1,1,51.53244,-0.13942
200501TA00193,2005-09-02,17:28:00,fatal,Motorcycle rider/passenger,1,2,51.482899,-0.174276
200501TA00212,2005-09-30,14:04:00,fatal,Pedestrian,1,1,51.547877,-0.098261
200501TA00219,2005-10-06,01:49:00,fatal,Car occupant,Motorcycle rider/passenger,3,3,51.497208,-0.157712
200501TA00234,2005-10-20,19:34:00,fatal,Pedestrian,1,1,51.488148,-0.153468
200501TA00239,2005-10-26,10:29:00,fatal,Pedestrian,1,1,51.544825,-0.201219
200501TA00270,2005-11-18,07:27:00,fatal,Cyclist,1,2,51.522401,-0.102206
200501TA00274,2005-10-30,09:38:00,fatal,Pedestrian,Car occupant,2,2,51.513162,-0.160095
200501TA00292,2005-12-01,02:00:00,fatal,Pedestrian,1,1,51.493863,-0.168075
200501TA00296,2005-11-30,12:30:00,fatal,Pedestrian,1,1,51.523527,-0.173084
200501TA00306,2005-12-26,00:18:00,fatal,Motorcycle rider/passenger,2,1,51.519731,-0.189236
200501TA09003,2005-12-15,20:45:00,fatal,Pedestrian,1,1,51.551842,-0.060303
200501TA09033,2005-12-13,20:26:00,fatal,Cyclist,1,2,51.493255,-0.198496
200501TB00005,2005-01-13,22:10:00,fatal,Car occupant,4,2,51.530594,-0.229318
200501TB00141,2005-03-07,11:30:00,fatal,Pedestrian,2,1,51.601594,-0.268723
200501TB00155,2005-03-26,15:24:00,fatal,Pedestrian,1,1,51.572007,-0.196972
200501TB00171,2005-05-02,05:07:00,fatal,Car occupant,1,2,51.531672,-0.308431
200501TB00186,2005-05-15,20:37:00,fatal,Pedestrian,1,1,51.53821,-0.288
200501TB00227,2005-05-29,00:05:00,fatal,Pedestrian,1,1,51.562816,-0.279574
200501TB00231,2005-07-03,15:30:00,fatal,Pedestrian,1,1,51.525852,-0.373807
200501TB00308,2005-09-27,01:16:00,fatal,Motorcycle rider/passenger,2,2,51.57614,-0.220332
200501TB00327,2005-10-17,18:57:00,fatal,Pedestrian,1,1,51.513804,-0.248994
200501TB00368,2005-12-08,17:28:00,fatal,Pedestrian,1,1,51.528577,-0.330892
200501TB00369,2005-11-12,12:00:00,fatal,Bus/coach/minibus occupant,1,1,51.565361,-0.275294
200501TB00370,2005-11-25,19:46:00,fatal,Pedestrian,1,1,51.560483,-0.207815
200501TB00375,2005-12-14,04:30:00,fatal,Car occupant,Bus/coach/minibus occupant,2,2,51.507324,-0.29132
200501TB00376,2005-12-19,00:05:00,fatal,Pedestrian,Car occupant,2,1,51.599471,-0.147367
200501TC00030,2005-02-03,12:28:00,fatal,Pedestrian,Goods vehicle occupant,2,1,51.58153,-0.034068
200501TC00049,2005-02-20,15:10:00,fatal,Pedestrian,Cyclist,2,1,51.520671,-0.051538
200501TC00174,2005-04-26,00:40:00,fatal,Motorcycle rider/passenger,1,1,51.509557,-0.053741
200501TC00177,2005-03-25,22:40:00,fatal,Pedestrian,1,1,51.527968,-0.020085
200501TC00223,2005-06-08,17:20:00,fatal,Car occupant,1,2,51.600498,-0.115846
200501TC00228,2005-06-12,18:24:00,fatal,Pedestrian,1,1,51.526687,-0.061805
200501TC00249,2005-06-23,13:08:00,fatal,Pedestrian,1,1,51.546207,0.094793
